alcoholdrug,gdp,happiness,internet,lifeexpectancy,medianage,mentaldisorders,pollution,populationdensity
2.3,9085.0,5.89,35.5,70.2,24.8,10.13,28.9,69.09
2.0,20317.0,4.04,57.0,72.9,25.9,12.92,19.1,34.23
1.8,5455.0,5.06,41.0,73.9,29.3,9.21,34.9,291.09
0.7,4054.0,3.83,22.5,67.4,17.4,15.36,48.34,52.57
1.9,3478.0,4.35,6.5,60.7,15.8,11.86,28.49,21.17
2.3,1594.0,3.74,16.4,58.8,17.0,10.72,22.81,35.82
1.0,1928.0,2.66,8.3,62.7,15.7,16.56,61.25,51.75
2.2,10032.0,4.64,56.9,78.6,34.7,10.83,19.51,105.2
0.9,14004.0,5.25,38.2,75.6,26.5,13.94,36.09,16.6
1.4,8689.0,3.79,22.0,60.7,16.0,13.12,32.73,22.56
2.9,19502.0,6.04,68.0,76.8,29.9,12.63,14.63,15.81
2.5,10042.0,4.29,59.1,74.4,32.3,10.66,34.88,101.11
4.2,48357.0,7.26,84.6,82.7,36.3,17.42,9.32,3.1
3.9,41294.0,7.29,83.9,81.2,42.0,14.38,13.54,104.73
3.0,17460.0,5.15,77.0,71.5,28.8,9.78,21.41,119.35
0.9,40483.0,6.23,93.5,79.4,29.9,13.98,72.6,1735.23
1.4,3402.0,4.31,12.9,70.5,24.0,11.58,66.97,1212.49
3.8,18136.0,5.55,62.2,74.0,38.8,11.73,20.08,47.79
3.6,38569.0,6.93,85.1,80.9,40.5,13.66,13.57,371.48
0.9,2055.0,4.85,11.3,59.4,17.2,11.64,40.47,96.96
1.9,6200.0,5.65,37.5,67.3,22.5,14.51,22.48,10.24
2.5,9495.0,5.09,52.6,76.2,39.5,10.79,29.62,68.83
2.5,14805.0,3.5,37.3,63.8,22.2,11.35,24.33,4.07
4.3,15826.0,6.33,58.3,74.3,30.3,15.9,13.59,24.55
2.6,16373.0,5.1,56.7,74.6,42.6,10.43,20.78,67.33
0.8,1450.0,4.65,8.0,58.8,16.0,11.75,46.56,68.41
1.7,694.0,3.78,2.0,60.2,15.6,12.79,38.43,417.72
1.2,3086.0,4.59,18.0,69.9,24.2,12.17,26.77,87.34
1.0,2778.0,5.07,18.3,59.7,17.1,11.62,77.05,48.68
4.6,43619.0,7.41,90.0,81.9,39.6,13.53,7.15,3.99
1.4,576.0,3.48,2.9,52.8,14.5,14.4,58.33,7.74
0.8,2384.0,4.56,3.5,51.6,14.7,12.43,68.68,11.23
3.9,21589.0,6.32,76.6,79.7,33.3,14.06,22.57,24.03
1.8,12244.0,5.1,50.3,77.0,35.6,10.54,59.06,148.45
3.0,13218.0,6.16,55.9,76.3,28.5,10.75,17.3,42.47
1.6,1696.0,3.97,7.5,62.9,18.6,11.74,20.72,392.38
1.6,6272.0,4.88,7.6,63.2,18.1,12.78,44.15,14.83
2.5,13677.0,7.23,59.8,79.1,30.2,12.21,16.88,95.87
0.9,3218.0,5.04,16.7,57.8,16.8,11.01,27.69,74.2
3.2,19698.0,5.34,69.8,77.6,42.2,10.84,19.21,76.03
2.3,24963.0,6.06,71.7,81.0,34.9,14.43,19.1,128.49
3.7,28194.0,6.79,75.7,78.6,40.3,10.34,17.42,136.32
1.3,836.0,4.31,3.8,58.5,15.7,13.6,44.93,34.7
4.2,44635.0,7.59,96.3,80.7,40.6,12.72,10.66,141.94
1.9,13762.0,5.61,54.2,73.0,25.3,14.36,14.86,215.4
1.8,10905.0,5.84,48.9,76.8,25.4,13.85,15.7,65.21
0.7,11159.0,3.93,37.8,70.5,23.1,13.97,88.21,98.17
4.0,8109.0,6.34,26.8,71.8,24.0,12.59,26.47,300.73
3.7,24493.0,5.94,88.4,77.7,40.6,11.31,7.0,30.75
3.0,7969.0,4.21,25.6,55.0,19.8,11.53,17.92,65.93
2.9,1553.0,4.18,13.9,63.6,17.2,12.32,38.86,90.8
3.5,36836.0,7.79,86.4,81.4,41.5,13.65,6.06,18.03
3.4,36827.0,6.64,78.0,82.2,40.4,15.12,12.75,116.54
1.6,18389.0,4.78,45.8,65.5,21.1,12.87,44.1,7.87
0.8,1786.0,4.12,18.2,62.5,16.1,12.68,36.31,222.64
2.6,10603.0,4.45,47.6,73.3,36.0,10.41,24.25,54.27
3.1,44293.0,7.07,87.6,80.6,44.7,13.81,12.83,234.9
1.0,3809.0,5.48,23.0,63.2,19.7,11.2,34.68,126.89
2.4,22442.0,5.15,66.8,80.7,42.4,15.35,17.74,83.84
3.9,7138.0,6.33,28.8,72.1,20.1,12.69,25.07,149.32
0.8,1364.0,4.87,9.2,58.1,16.9,11.72,26.94,47.31
2.2,1742.0,3.82,14.2,63.2,21.6,14.79,15.54,383.3
2.9,4706.0,6.02,27.1,72.5,21.3,12.22,22.41,83.07
3.0,22788.0,6.07,72.8,75.7,40.7,10.53,17.23,107.87
3.3,39727.0,7.48,98.2,82.4,35.0,13.3,6.93,3.28
1.7,5794.0,4.05,14.9,69.6,25.5,13.62,89.3,444.93
0.9,10484.0,5.1,22.1,69.7,28.0,10.26,16.64,138.0
1.1,16253.0,4.72,45.3,75.1,28.9,18.47,39.61,50.41
0.8,13014.0,4.46,16.8,69.4,18.6,14.34,66.27,86.97
4.8,54278.0,7.06,83.5,81.4,35.4,16.07,8.67,67.73
1.7,30954.0,7.33,77.4,82.1,28.8,13.39,22.78,370.05
2.6,33118.0,6.2,58.1,82.5,44.4,13.94,17.89,203.68
2.1,7024.0,5.89,42.2,72.4,27.8,13.34,14.18,258.03
1.5,37031.0,5.91,91.1,83.9,45.9,9.72,12.69,349.11
0.8,11519.0,4.81,54.2,75.0,21.4,14.15,34.31,106.92
4.3,23850.0,5.88,70.8,70.7,28.6,9.98,14.38,6.61
1.0,3046.0,4.48,16.6,61.9,17.9,12.01,28.54,82.32
0.9,71354.0,6.09,82.0,79.6,32.9,13.01,65.41,219.35
3.4,4754.0,5.63,30.2,70.0,23.1,10.72,24.34,30.84
1.3,5559.0,4.62,18.2,66.7,22.0,11.68,26.14,29.41
3.6,21488.0,5.98,79.2,74.7,42.1,11.7,13.97,32.01
1.1,12953.0,5.15,74.0,79.2,28.8,16.21,31.23,625.51
2.8,2710.0,3.8,25.0,51.1,21.0,12.8,30.88,69.78
0.9,865.0,4.42,10.0,59.1,17.5,12.62,18.21,47.89
1.3,8514.0,5.65,17.8,71.7,25.1,14.51,51.53,3.52
3.1,23889.0,6.27,71.4,74.6,42.1,12.4,12.46,47.33
3.7,55972.0,7.06,96.4,81.8,38.3,13.55,11.01,221.18
1.6,1360.0,4.08,4.2,64.3,17.9,12.69,22.95,42.71
1.8,1124.0,3.42,6.0,61.4,15.7,12.15,24.54,179.67
1.1,22432.0,5.34,71.1,75.1,27.3,11.53,17.44,94.56
0.7,1553.0,4.74,10.3,58.4,14.8,10.35,41.93,14.84
2.8,28700.0,6.68,76.0,83.0,39.2,14.26,14.72,1426.83
0.8,3424.0,4.68,17.6,64.5,16.9,10.28,49.5,3.83
1.9,18322.0,6.17,50.1,75.0,34.1,11.49,14.44,637.02
1.9,16096.0,6.41,57.4,74.7,26.7,11.49,22.13,61.81
2.7,5775.0,5.33,69.0,69.2,34.7,12.07,17.08,99.66
4.5,12398.0,5.33,22.5,69.5,25.8,10.54,42.51,1.9
2.6,17249.0,5.61,68.1,76.8,36.5,10.84,22.56,47.14
0.9,8001.0,5.31,57.1,72.9,26.6,15.1,31.44,77.71
1.9,1103.0,4.28,6.5,58.2,16.2,13.13,21.91,34.14
1.3,5021.0,4.15,10.9,65.6,27.3,10.67,38.51,78.88
2.8,9462.0,4.44,25.7,60.7,20.4,10.74,26.91,2.77
1.6,2455.0,4.74,17.6,67.5,21.5,13.41,96.25,192.61
2.7,44869.0,7.46,91.7,81.5,41.2,15.17,12.93,506.12
5.1,33696.0,7.33,85.2,82.0,36.3,17.15,6.33,17.43
3.2,4866.0,6.48,19.7,73.0,22.5,12.56,18.57,52.34
0.7,913.0,4.62,2.5,61.1,14.4,11.44,87.28,15.89
0.8,5578.0,5.32,24.5,51.8,16.7,10.58,75.4,202.02
2.3,12371.0,5.23,70.4,76.0,36.1,10.6,31.98,83.58
2.7,82713.0,7.58,96.8,82.3,38.2,14.74,7.24,14.25
1.9,5030.0,5.83,11.0,65.7,19.4,12.42,60.09,273.67
2.3,20723.0,6.57,51.2,77.5,27.2,11.47,12.49,53.34
3.3,8539.0,5.71,49.7,73.2,23.7,15.02,13.04,15.55
1.8,11445.0,5.71,40.9,75.6,26.7,13.14,26.04,23.99
1.3,7047.0,5.59,36.9,71.3,23.0,11.55,19.58,345.55
4.2,24177.0,6.2,68.0,77.4,38.7,9.66,22.69,125.94
4.0,24915.0,5.71,68.6,81.2,42.8,16.65,8.82,113.15
0.9,156029.0,6.37,92.9,80.1,30.2,12.75,94.4,210.15
2.5,19320.0,6.09,55.8,74.8,39.9,10.42,15.43,86.52
4.3,23691.0,5.58,70.1,72.1,37.6,10.55,17.02,8.83
3.5,1693.0,3.11,18.0,65.3,18.2,12.72,42.61,471.95
0.9,51681.0,6.29,69.6,76.9,28.3,13.05,97.43,15.23
0.8,2311.0,4.68,21.7,66.9,17.2,10.8,44.34,74.57
2.5,12765.0,5.12,65.3,75.8,41.7,10.66,26.95,85.98
0.8,1563.0,4.09,6.3,57.2,17.7,12.16,22.53,101.34
3.2,24588.0,6.37,77.6,76.6,38.2,10.46,18.8,112.82
3.5,26268.0,6.17,73.1,80.8,41.6,10.77,17.13,103.34
2.9,12246.0,4.51,51.9,63.9,25.3,11.54,26.11,46.06
3.4,31847.0,6.23,78.7,82.6,41.5,16.96,10.45,92.95
1.4,10763.0,4.33,12.1,74.9,30.8,10.91,25.34,344.92
3.9,43746.0,7.29,90.6,82.2,39.8,14.07,6.32,24.18
4.2,59307.0,7.47,87.5,82.8,41.2,15.52,11.17,209.58
0.8,3049.0,3.46,30.0,65.1,18.3,15.2,44.31,104.59
2.7,3789.0,5.83,19.0,69.3,20.6,10.53,47.79,61.42
1.8,2566.0,3.35,10.0,64.7,16.4,12.3,28.24,59.32
2.0,15020.0,5.94,39.3,77.7,36.5,11.51,27.34,137.59
0.8,1370.0,4.36,7.1,59.4,18.1,12.14,38.36,137.4
2.4,30702.0,6.19,65.1,74.5,32.7,13.78,24.9,284.64
0.8,11060.0,4.12,46.5,75.7,29.6,15.17,36.3,74.39
0.8,19836.0,5.61,53.7,76.6,28.8,13.88,45.4,103.49
3.1,22675.0,5.23,15.0,68.8,24.4,9.95,22.97,12.27
1.3,1954.0,4.0,5.7,61.1,14.6,14.4,48.95,186.9
3.5,8961.0,4.31,48.9,73.5,39.1,11.47,21.25,77.64
1.4,74746.0,7.04,90.5,79.2,29.2,11.86,42.33,125.55
5.6,36941.0,7.1,92.0,80.9,39.0,13.91,10.75,269.6
5.8,52591.0,6.99,74.6,78.9,36.6,15.19,8.06,35.49
3.1,19244.0,6.34,64.6,77.5,34.0,13.11,9.66,19.44
2.3,9720.0,6.42,42.8,70.5,25.1,10.09,30.39,70.24
2.0,18802.0,5.07,58.0,73.0,26.2,12.93,18.3,34.61
1.8,5763.0,5.18,45.0,73.9,29.7,9.21,32.47,294.14
0.7,2844.0,3.25,24.1,65.9,17.6,15.39,54.26,54.01
1.9,3478.0,3.93,8.8,61.2,16.0,11.87,28.38,21.86
2.3,1560.0,3.64,22.7,59.6,17.0,10.71,21.73,36.59
1.0,1929.0,2.69,11.0,63.1,15.8,16.53,56.29,53.1
2.1,10342.0,5.0,59.6,78.9,35.1,10.82,18.19,105.15
0.9,14331.0,5.04,42.9,75.7,26.8,13.92,39.85,16.94
1.4,8453.0,3.79,23.2,61.1,16.0,13.12,31.79,23.39
2.9,18875.0,5.79,71.0,76.3,30.1,12.64,13.75,15.96
2.5,10080.0,5.06,64.3,74.7,32.5,10.65,32.23,100.66
4.2,48845.0,7.18,86.5,82.9,36.2,17.45,8.61,3.15
3.9,41445.0,7.4,84.3,81.6,42.0,14.4,12.6,105.87
3.0,16645.0,5.17,78.2,72.0,29.2,9.77,20.21,120.71
0.9,41078.0,7.1,98.0,79.6,30.1,13.95,69.86,1795.76
1.4,3604.0,4.5,18.1,71.1,24.4,11.54,60.13,1227.51
3.7,17628.0,5.23,71.1,74.3,39.0,11.72,18.88,47.83
3.6,38766.0,6.89,86.5,81.3,40.5,13.65,12.83,373.74
0.9,2080.0,5.82,14.5,59.5,17.2,11.63,38.45,99.86
1.8,6355.0,5.92,39.7,67.6,22.7,14.49,21.39,10.4
2.4,9746.0,5.89,60.3,76.8,39.9,10.77,27.59,67.99
2.5,15198.0,3.46,39.4,65.5,22.4,11.36,23.63,4.15
4.3,13873.0,6.19,60.9,74.4,30.7,15.91,12.66,24.75
2.5,17037.0,5.1,59.8,74.8,42.9,10.42,19.28,66.75
0.8,1483.0,4.93,12.0,59.3,16.1,11.74,41.54,70.45
1.7,665.0,3.78,2.2,60.8,15.2,12.8,38.65,424.58
1.2,3251.0,5.12,32.4,70.2,24.6,12.13,25.2,88.51
1.0,2828.0,5.25,20.6,60.2,17.2,11.61,73.21,50.16
4.6,43745.0,7.18,91.2,82.0,39.7,13.53,6.55,4.03
1.4,589.0,3.48,3.1,53.5,14.5,14.43,56.99,7.87
0.8,2189.0,4.49,5.8,52.1,14.7,12.42,64.77,11.59
3.9,21696.0,6.44,83.6,80.1,33.6,14.05,20.88,24.32
1.8,12569.0,5.13,53.2,77.2,35.9,10.58,52.21,149.32
3.0,13326.0,5.98,58.1,76.5,28.9,11.05,16.58,42.93
1.6,1702.0,3.97,7.9,63.2,18.8,11.76,20.48,400.99
1.5,5974.0,5.49,8.1,63.6,18.1,12.78,45.71,15.19
2.5,14098.0,7.14,65.9,79.5,30.6,12.22,15.66,96.85
0.9,3395.0,5.27,25.3,58.1,16.9,11.0,26.67,76.14
3.1,20376.0,5.54,72.7,78.2,42.4,10.86,17.79,75.48
2.3,25577.0,6.28,75.9,81.1,35.3,14.41,16.96,129.64
3.7,28823.0,7.03,76.5,79.0,40.7,10.33,16.1,136.37
1.3,836.0,4.31,6.2,59.1,15.7,13.55,45.5,35.92
4.2,44836.0,7.65,97.0,80.9,40.8,12.71,10.1,142.67
1.9,14489.0,5.43,63.9,73.0,25.6,14.35,13.69,217.92
1.7,10527.0,6.13,54.1,76.8,25.8,13.84,14.98,66.19
0.7,11351.0,4.01,41.2,70.8,23.3,13.94,88.15,100.24
3.9,8280.0,6.24,29.0,72.0,24.3,12.59,24.74,301.67
3.6,24857.0,6.09,87.2,77.8,40.7,11.29,6.82,30.78
2.9,7881.0,4.21,28.6,56.7,20.1,11.53,17.15,66.43
2.9,1635.0,4.38,15.4,64.4,17.4,12.3,39.25,93.3
3.5,37239.0,7.86,87.7,81.3,41.5,13.59,5.89,18.08
3.4,37124.0,6.67,79.3,82.4,40.6,15.12,11.86,116.86
1.6,18413.0,4.78,48.1,65.8,21.3,12.88,43.72,8.1
0.8,1788.0,4.92,21.4,63.0,16.2,12.68,32.62,228.97
2.7,10899.0,4.66,58.5,73.6,36.0,10.39,21.83,54.27
3.2,44689.0,7.12,84.2,80.8,44.9,13.8,11.94,235.64
1.0,3878.0,5.0,28.0,63.9,19.8,11.19,36.25,129.89
2.4,22574.0,5.41,69.1,81.2,42.8,15.38,16.33,83.4
3.8,7221.0,6.63,34.5,72.4,20.4,12.7,23.8,152.03
0.8,1417.0,5.25,13.1,58.8,17.0,11.7,24.78,48.56
2.1,1728.0,3.61,22.8,63.4,21.9,14.79,15.09,388.75
2.8,4796.0,5.91,29.5,72.6,21.6,12.22,21.09,84.55
3.0,23279.0,5.94,79.3,76.2,41.1,10.53,15.89,107.55
3.3,42085.0,7.53,98.2,82.0,35.2,13.29,6.61,3.33
1.7,6125.0,3.82,16.5,70.1,25.9,13.6,89.67,450.24
0.9,10911.0,5.34,25.4,69.8,28.2,10.25,16.38,139.47
1.1,16783.0,4.28,53.2,75.6,29.3,18.35,38.84,51.34
0.8,13898.0,4.89,37.7,69.0,18.7,14.29,63.95,89.14
4.8,56597.0,6.96,83.5,81.5,35.7,16.15,8.28,68.45
1.8,31701.0,6.93,79.7,82.5,28.9,13.37,20.77,377.03
2.6,33419.0,6.52,61.3,83.0,44.8,13.94,16.49,203.3
2.1,7084.0,6.31,44.4,72.0,28.3,13.34,13.4,258.79
1.5,37465.0,5.79,93.2,84.1,46.3,9.71,11.62,348.41
0.8,11529.0,4.64,56.2,75.2,21.7,14.12,33.18,112.22
4.3,23842.0,6.01,74.6,70.9,28.8,9.97,13.08,6.7
1.0,3169.0,4.66,16.6,62.2,18.1,12.0,28.58,84.15
0.9,71010.0,6.11,85.6,79.7,33.7,13.02,60.84,227.17
3.5,4879.0,5.3,34.5,70.3,23.3,10.69,23.2,31.38
1.3,5859.0,4.86,21.9,67.2,22.3,11.64,25.8,29.86
3.5,22092.0,5.9,79.8,74.8,42.3,11.69,13.45,31.71
1.2,12972.0,5.17,76.1,79.5,28.8,16.18,30.17,611.79
2.7,2767.0,3.51,32.5,52.3,21.2,12.8,28.34,70.62
0.9,829.0,4.13,15.7,60.4,17.5,12.62,17.89,48.86
1.3,8096.0,5.49,17.8,71.8,25.3,14.57,52.13,3.57
3.1,24743.0,6.31,74.4,74.9,42.4,12.37,11.82,46.85
3.7,57006.0,7.24,98.1,82.1,38.3,13.53,10.31,226.59
1.6,1381.0,4.07,4.7,65.0,18.1,12.7,22.9,43.83
1.8,1112.0,3.33,6.3,62.2,15.9,12.15,23.09,184.62
1.1,23053.0,5.34,78.8,75.3,27.7,11.53,15.75,95.96
0.7,1594.0,4.42,14.0,58.7,14.8,10.35,38.48,15.33
2.8,29817.0,6.91,78.1,83.1,39.1,14.23,13.81,1461.62
0.8,3407.0,4.31,24.1,64.8,17.0,10.28,46.67,3.93
1.9,18918.0,5.88,52.2,75.0,34.6,11.45,14.35,637.39
1.9,16133.0,6.55,59.5,74.4,27.1,11.49,20.71,62.51
2.7,6068.0,5.68,71.0,69.9,34.9,12.04,16.36,98.07
4.6,12360.0,5.46,22.3,69.9,26.0,10.63,38.22,1.95
2.6,17741.0,5.65,69.9,76.7,36.8,10.83,20.92,47.08
0.9,8039.0,4.9,58.3,73.3,26.9,15.07,32.94,78.66
1.9,1113.0,4.65,7.0,59.0,16.3,13.11,21.47,35.22
1.3,5284.0,4.41,16.0,65.7,27.6,10.63,36.03,79.51
2.8,9376.0,4.83,31.0,61.7,20.6,10.74,25.55,2.82
1.6,2435.0,4.91,20.7,68.8,21.8,13.38,98.05,194.36
2.7,45600.0,7.46,90.4,81.5,41.3,15.09,12.03,508.6
5.1,34295.0,7.37,86.5,82.1,36.2,17.15,5.99,17.73
3.1,5045.0,5.82,24.6,73.3,22.8,12.56,17.73,53.09
0.7,925.0,5.16,4.3,61.6,14.4,11.44,87.71,16.52
0.8,5360.0,5.25,25.7,52.0,16.7,10.58,71.37,207.15
2.2,12644.0,5.24,72.2,76.0,36.5,10.58,29.59,83.67
2.6,82814.0,7.44,97.3,82.4,38.3,14.79,6.96,14.37
1.9,5223.0,5.47,12.4,65.9,19.4,12.43,58.63,276.99
2.2,21449.0,6.28,54.0,77.7,27.5,11.47,11.47,54.28
3.3,8786.0,5.65,53.4,73.5,24.1,15.02,11.65,15.77
1.8,11776.0,5.68,45.5,75.8,26.9,13.14,25.54,24.32
1.3,7410.0,5.87,39.2,71.4,23.2,11.53,18.23,351.73
4.1,24838.0,6.11,73.3,77.8,39.1,9.64,20.98,125.87
4.0,25346.0,5.92,70.4,81.2,43.2,16.72,8.05,112.8
0.9,156299.0,6.37,95.1,80.4,30.3,12.74,88.22,225.86
2.5,17782.0,6.15,59.5,75.2,40.2,10.4,14.54,86.05
4.2,23635.0,5.51,73.1,72.7,37.7,10.54,16.22,8.86
3.6,1758.0,3.56,20.0,65.7,18.3,12.71,42.84,483.62
0.9,51397.0,6.36,74.9,77.1,28.7,13.04,84.47,15.54
0.8,2403.0,4.77,25.7,67.5,17.2,10.79,38.69,76.62
2.5,13184.0,5.94,67.1,76.3,41.9,10.65,24.78,85.68
0.8,1619.0,4.31,11.8,58.4,17.9,12.17,21.34,103.82
3.1,25364.0,6.24,80.5,77.2,38.6,10.45,17.35,112.96
3.5,26908.0,6.25,75.5,81.2,41.9,10.77,15.91,103.79
2.9,12139.0,4.88,54.0,64.7,25.7,11.6,25.14,46.51
3.4,30110.0,6.51,80.6,83.0,42.0,17.0,9.7,93.03
1.5,11149.0,4.44,15.1,75.3,31.1,10.9,14.03,346.35
3.5,44659.0,7.37,89.7,82.3,39.8,14.06,6.11,24.44
4.2,59662.0,7.51,89.1,83.4,41.3,15.51,10.34,211.89
0.8,3091.0,3.46,31.9,66.0,18.2,15.23,43.7,103.27
2.7,3991.0,5.5,20.5,69.5,20.8,10.5,43.38,62.87
1.8,2660.0,3.45,13.5,65.4,16.4,12.29,28.44,61.42
2.0,15454.0,6.01,47.5,78.0,37.0,11.5,26.26,138.2
0.8,1400.0,4.02,11.3,59.6,18.2,12.13,37.05,140.86
2.4,29178.0,6.19,67.8,74.3,33.2,13.78,24.23,286.42
0.9,11073.0,4.74,49.6,75.8,30.0,15.14,38.45,75.22
0.9,17906.0,5.19,58.3,76.7,29.1,13.8,44.48,105.27
3.1,23813.0,4.62,18.0,68.8,24.6,9.93,21.74,12.49
1.3,1980.0,4.32,6.0,61.6,14.8,14.4,51.94,193.24
3.4,9214.0,4.66,53.0,74.3,39.4,11.48,20.62,77.38
1.3,75876.0,6.6,90.6,79.3,29.8,11.85,40.52,126.64
5.5,37334.0,7.23,94.8,81.1,39.0,13.85,10.5,271.38
5.9,53015.0,6.88,85.5,78.8,36.7,15.2,7.41,35.77
3.1,19468.0,6.37,66.4,77.6,34.2,13.09,9.2,19.51
2.3,10381.0,6.21,46.8,70.8,25.4,10.06,27.81,71.38
2.0,15219.0,5.01,60.0,72.1,26.5,12.95,16.77,34.85
1.8,6062.0,5.3,53.0,73.9,30.1,9.18,30.24,297.12
0.7,2506.0,3.06,24.6,66.1,17.8,15.47,50.13,55.45
1.9,3479.0,4.04,10.3,61.8,16.1,11.89,27.36,22.56
2.2,1534.0,3.62,23.1,60.3,17.2,10.7,21.73,37.36
